Использование памяти (RSS): 306.98 MB
Использование CPU: 0.00%

         190403 function calls (179442 primitive calls) in 2.577 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedRandom' objects}
        5    0.000    0.000    0.000    0.000 getlimits.py:709(max)
        4    0.000    0.000    0.000    0.000 subprocess.py:223(Detach)
        7    0.000    0.000    0.000    0.000 ag_ctx.py:64(__init__)
        4    0.000    0.000    0.000    0.000 util.py:23(is_namedtuple)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1176(__init__)
      5/2    0.000    0.000    0.000    0.000 symbolic_arguments.py:31(fill_in)
        3    0.000    0.000    0.000    0.000 saving_utils.py:236(_resolve_compile_arguments_compat)
       14    0.000    0.000    0.000    0.000 input_layer.py:78(batch_shape)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 flat_map_op.py:27(_FlatMapDataset)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextGetExecutorForThread}
        5    0.000    0.000    0.000    0.000 trace.py:121(__exit__)
        3    0.000    0.000    0.000    0.000 concrete_function.py:1749(__del__)
        7    0.000    0.000    0.000    0.000 concrete_function.py:1745(release)
        1    0.000    0.000    0.000    0.000 audio_segment.py:991(frame_count)
        1    0.000    0.000    0.000    0.000 sequence.py:12(TimeseriesGenerator)
        1    0.000    0.000    0.000    0.000 image.py:204(BatchFromFilesMixin)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        1    0.000    0.000    0.000    0.000 ops.py:3115(add_to_collection)
       10    0.000    0.000    0.000    0.000 context.py:2119(xla_sharding_for_resource_variables)
       12    0.000    0.000    0.000    0.000 atomic_function.py:193(graph)
        7    0.000    0.000    0.000    0.000 function_type_utils.py:472(<genexpr>)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2461(__init__)
       16    0.000    0.000    0.000    0.000 structured_function.py:285(output_structure)
        8    0.000    0.000    0.000    0.000 function.py:94(outputs)
        1    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       17    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 context.py:253(as_attrs)
        5    0.000    0.000    0.000    0.000 trace.py:50(__init__)
       10    0.000    0.000    0.000    0.000 object_identity.py:78(unwrapped)
        1    0.000    0.000    0.000    0.000 image.py:392(DirectoryIterator)
        2    0.000    0.000    0.000    0.000 __init__.py:975(release)
        1    0.000    0.000    0.000    0.000 tf_inspect.py:417(ismethod)
       16    0.000    0.000    0.000    0.000 context.py:2519(anonymous_name)
        4    0.000    0.000    0.000    0.000 default_types.py:678(__init__)
       15    0.000    0.000    0.000    0.000 trace_type_builder.py:96(context_graph)
        3    0.000    0.000    0.000    0.000 eager_function_run.py:25(functions_run_eagerly)
       11    0.000    0.000    0.000    0.000 base.py:53(name)
        4    0.000    0.000    0.000    0.000 function_cache.py:35(__init__)
        4    0.000    0.000    0.000    0.000 transform.py:23(apply_func_graph_transforms)
        5    0.000    0.000    0.000    0.000 polymorphic_function.py:437(__init__)
        7    0.000    0.000    0.000    0.000 node.py:91(output_tensors)
        5    0.000    0.000    0.000    0.000 tracking.py:109(lock)
       16    0.000    0.000    0.000    0.000 tf_decorator.py:343(decorated_target)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_IsMlirBridgeEnabled}
       15    0.000    0.000    0.000    0.000 trace_type_builder.py:104(with_none_control_dependencies)
        3    0.000    0.000    0.000    0.000 api.py:652(convert)
        4    0.000    0.000    0.000    0.000 transform.py:29(call_concrete_function_callbacks)
       20    0.000    0.000    0.000    0.000 distribute_lib.py:4093(value_container)
        1    0.000    0.000    0.000    0.000 progbar_logger.py:30(set_params)
        1    0.000    0.000    0.000    0.000 trainer.py:870(_collective_all_reduce_multi_worker)
        3    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 concatenate_op.py:26(_ConcatenateDataset)
        1    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
        1    0.000    0.000    0.000    0.000 typing.py:1824(_lazy_load_getattr_static)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetTfrt}
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_ListPluggablePhysicalDevices}
        1    0.000    0.000    0.000    0.000 converter.py:136(absl_to_standard)
        1    0.000    0.000    0.000    0.000 context.py:430(increment_and_get)
        4    0.000    0.000    0.000    0.000 context.py:1237(rewriter_bool)
        1    0.000    0.000    0.000    0.000 default_types.py:266(flatten)
       14    0.000    0.000    0.000    0.000 trace_type_builder.py:119(allow_specs)
        7    0.000    0.000    0.000    0.000 monitoring.py:157(__init__)
        1    0.000    0.000    0.000    0.000 sequential.py:233(layers)
        1    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 zip_op.py:27(_ZipDataset)
       13    0.000    0.000    0.000    0.000 threading.py:601(is_set)
       12    0.000    0.000    0.000    0.000 selections.py:217(mshape)
        1    0.000    0.000    0.000    0.000 data_adapter_utils.py:53(pack_x_y_sample_weight)
        1    0.000    0.000    0.000    0.000 image.py:949(ImageDataGenerator)
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:2182(cast)
        3    0.000    0.000    0.000    0.000 ops.py:2261(seed)
        2    0.000    0.000    0.000    0.000 ops.py:6178(is_symbolic_tensor)
       10    0.000    0.000    0.000    0.000 ops.py:3776(control_inputs)
        1    0.000    0.000    0.000    0.000 context.py:274(__init__)
       12    0.000    0.000    0.000    0.000 device_spec.py:136(to_string)
        1    0.000    0.000    0.000    0.000 tensor.py:1088(from_tensors)
        8    0.000    0.000    0.000    0.000 capture_container.py:326(by_ref_external)
        8    0.000    0.000    0.000    0.000 capture_container.py:334(by_val_internal)
       11    0.000    0.000    0.000    0.000 base.py:57(ref)
        2    0.000    0.000    0.000    0.000 data_adapter_utils.py:103(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method 'extendleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 thread.py:47(__init__)
        4    0.000    0.000    0.000    0.000 converter.py:164(as_tuple)
       10    0.000    0.000    0.000    0.000 ops.py:5924(_op_to_colocate_with)
        4    0.000    0.000    0.000    0.000 trace_type_builder.py:45(get_placeholder_mapping)
       19    0.000    0.000    0.000    0.000 operation.py:302(_post_build)
        1    0.000    0.000    0.000    0.000 layers.py:65(RandomHeight)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        4    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListName}
        5    0.000    0.000    0.000    0.000 trace_type_builder.py:89(update_naming_scope)
        5    0.000    0.000    0.000    0.000 device_spec.py:270(replica)
        1    0.000    0.000    0.000    0.000 dtype_policy.py:291(set_dtype_policy)
        8    0.000    0.000    0.000    0.000 dtype_policy.py:135(name)
        1    0.000    0.000    0.000    0.000 data_adapter_utils.py:10(unpack_x_y_sample_weight)
        3    0.000    0.000    0.000    0.000 trainer.py:241(run_eagerly)
        2    0.000    0.000    0.000    0.000 {built-in method math.log10}
        1    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        4    0.000    0.000    0.000    0.000 ops.py:2266(seed)
       10    0.000    0.000    0.000    0.000 ops.py:3835(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListType}
        1    0.000    0.000    0.000    0.000 record.py:119(could_possibly_record)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:1277(<genexpr>)
        2    0.000    0.000    0.000    0.000 executor.py:41(__init__)
        8    0.000    0.000    0.000    0.000 capture_container.py:322(by_ref_internal)
        1    0.000    0.000    0.000    0.000 polymorphic_function.py:801(_run_functions_eagerly)
        3    0.000    0.000    0.000    0.000 structured_function.py:55(_should_unpack)
        1    0.000    0.000    0.000    0.000 trainer.py:911(potentially_ragged_concat)
        1    0.000    0.000    0.000    0.000 __init__.py:72(get)
        2    0.000    0.000    0.000    0.000 input_layer.py:82(dtype)
        2    0.000    0.000    0.000    0.000 trainer.py:229(<lambda>)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        4    0.000    0.000    0.000    0.000 threading.py:1222(is_alive)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetDevicePlacementPolicy}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_SetEagerContext}
        1    0.000    0.000    0.000    0.000 composite_tensor.py:124(convert_variables_to_tensors)
        1    0.000    0.000    0.000    0.000 context.py:121(jit_compile_rewrite_enabled)
        2    0.000    0.000    0.000    0.000 nest_util.py:1131(<genexpr>)
       10    0.000    0.000    0.000    0.000 concrete_function.py:1080(function_type)
        7    0.000    0.000    0.000    0.000 concrete_function.py:277(forward)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:473(_apply_debug_options)
       12    0.000    0.000    0.000    0.000 selections.py:123(id)
        1    0.000    0.000    0.000    0.000 functional.py:597(unpack_singleton)
        1    0.000    0.000    0.000    0.000 layers.py:216(ThresholdedReLU)
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:129(getLevelName)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeleteDeviceList}
        5    0.000    0.000    0.000    0.000 device_spec.py:274(task)
        4    0.000    0.000    0.000    0.000 concrete_function.py:1742(__init__)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4660(<lambda>)
       10    0.000    0.000    0.000    0.000 operation.py:310(_post_track_variable)
        9    0.000    0.000    0.000    0.000 serialization.py:82(set)
        1    0.000    0.000    0.000    0.000 trainer.py:876(_is_per_replica_instance)
        1    0.000    0.000    0.000    0.000 wave.py:464(__del__)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        3    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        3    0.000    0.000    0.000    0.000 inspect.py:298(ismodule)
        2    0.000    0.000    0.000    0.000 __init__.py:831(filter)
        2    0.000    0.000    0.000    0.000 tf_decorator.py:347(decorated_target)
        6    0.000    0.000    0.000    0.000 device_spec.py:266(job)
        1    0.000    0.000    0.000    0.000 op_def_library.py:167(_MakeInt)
        7    0.000    0.000    0.000    0.000 atomic_function.py:131(function_type)
        7    0.000    0.000    0.000    0.000 core.py:620(random_seed_dtype)
        9    0.000    0.000    0.000    0.000 serialization.py:79(get)
        2    0.000    0.000    0.000    0.000 metric.py:242(_check_super_called)
        1    0.000    0.000    0.000    0.000 layers.py:141(RandomWidth)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListCount}
        1    0.000    0.000    0.000    0.000 execute.py:152(make_int)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:1261(<genexpr>)
        4    0.000    0.000    0.000    0.000 monitoring.py:316(__init__)
        8    0.000    0.000    0.000    0.000 type_spec.py:581(__tf_tracing_type__)
        2    0.000    0.000    0.000    0.000 tensor.py:904(_serialize)
        4    0.000    0.000    0.000    0.000 capture_container.py:338(by_val_external)
        4    0.000    0.000    0.000    0.000 variable_scope.py:1142(use_resource)
        8    0.000    0.000    0.000    0.000 concrete_function.py:1343(graph)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:2477(_container_strategy)
        6    0.000    0.000    0.000    0.000 structured_function.py:307(function)
        1    0.000    0.000    0.000    0.000 loss.py:94(standardize_reduction)
        8    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 inspect.py:524(isbuiltin)
        1    0.000    0.000    0.000    0.000 __init__.py:383(getMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        9    0.000    0.000    0.000    0.000 ops.py:2119(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetPossibleGradientTypes}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_SetCEagerContext}
        1    0.000    0.000    0.000    0.000 tensor.py:1119(_alias_id)
        2    0.000    0.000    0.000    0.000 type_spec.py:162(<genexpr>)
        5    0.000    0.000    0.000    0.000 device_spec.py:282(device_index)
        4    0.000    0.000    0.000    0.000 data_structures.py:501(_external_modification)
        7    0.000    0.000    0.000    0.000 dropout.py:67(compute_output_shape)
        1    0.000    0.000    0.000    0.000 progbar_logger.py:78(_reset_progbar)
        1    0.000    0.000    0.000    0.000 wave.py:292(__del__)
        4    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
        1    0.000    0.000    0.000    0.000 threading.py:1182(name)
        6    0.000    0.000    0.000    0.000 subprocess.py:1239(_remaining_time)
        1    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        3    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
        1    0.000    0.000    0.000    0.000 context.py:444(__init__)
        5    0.000    0.000    0.000    0.000 trace_type_builder.py:92(naming_scope)
        6    0.000    0.000    0.000    0.000 device_spec.py:278(device_type)
        1    0.000    0.000    0.000    0.000 trace.py:87(set_metadata)
        5    0.000    0.000    0.000    0.000 polymorphic_function.py:443(__enter__)
        4    0.000    0.000    0.000    0.000 base_optimizer.py:130(<genexpr>)
        7    0.000    0.000    0.000    0.000 function.py:57(<lambda>)
        7    0.000    0.000    0.000    0.000 sequential.py:149(_lock_state)
        1    0.000    0.000    0.000    0.000 image.py:515(NumpyArrayIterator)
        1    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 process.py:189(name)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetJitCompileRewrite}
        5    0.000    0.000    0.000    0.000 trace.py:83(__enter__)
        3    0.000    0.000    0.000    0.000 polymorphic_function.py:1070(_initialize_uninitialized_variables)
        4    0.000    0.000    0.000    0.000 dataset_ops.py:4461(_inputs)
        7    0.000    0.000    0.000    0.000 data_structures.py:928(_name_element)
        7    0.000    0.000    0.000    0.000 symbolic_arguments.py:8(<lambda>)
        7    0.000    0.000    0.000    0.000 functional.py:148(_lock_state)
        2    0.000    0.000    0.000    0.000 array_data_adapter.py:79(<genexpr>)
        7    0.000    0.000    0.000    0.000 function.py:58(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        1    0.000    0.000    0.000    0.000 thread.py:115(BrokenThreadPool)
        3    0.000    0.000    0.000    0.000 zip_op.py:60(element_spec)
        4    0.000    0.000    0.000    0.000 from_tensors_op.py:41(element_spec)
        1    0.000    0.000    0.000    0.000 process.py:37(current_process)
        2    0.000    0.000    0.000    0.000 subprocess.py:1563(_internal_poll)
        4    0.000    0.000    0.000    0.000 subprocess.py:1311(_on_error_fd_closer)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetRunEagerOpAsFunction}
        2    0.000    0.000    0.000    0.000 resource_variable_ops.py:619(shape)
        4    0.000    0.000    0.000    0.000 data_structures.py:485(_non_append_mutation)
        2    0.000    0.000    0.000    0.000 metric.py:185(dtype)
        1    0.000    0.000    0.000    0.000 saving_utils.py:219(_deserialize_metric)
        1    0.000    0.000    0.000    0.000 callback.py:71(set_params)
        2    0.000    0.000    0.000    0.000 wave.py:162(tell)
        1    0.000    0.000    0.000    0.000 wave.py:476(setnchannels)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        5    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 range_op.py:68(element_spec)
        3    0.000    0.000    0.000    0.000 flat_map_op.py:52(element_spec)
        3    0.000    0.000    0.000    0.000 concatenate_op.py:61(element_spec)
        1    0.000    0.000    0.000    0.000 __init__.py:1033(setFormatter)
        1    0.000    0.000    0.000    0.000 context.py:512(<lambda>)
        1    0.000    0.000    0.000    0.000 atomic_function.py:644(__init__)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:3528(strategy)
        1    0.000    0.000    0.000    0.000 _base.py:398(__get_result)
        2    0.000    0.000    0.000    0.000 layer.py:931(<genexpr>)
        3    0.000    0.000    0.000    0.000 wave.py:132(getname)
        1    0.000    0.000    0.000    0.000 wave.py:488(setsampwidth)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
        2    0.000    0.000    0.000    0.000 context.py:234(config_proto_serialized)
        1    0.000    0.000    0.000    0.000 context.py:230(executor_type)
        2    0.000    0.000    0.000    0.000 executor.py:60(handle)
        1    0.000    0.000    0.000    0.000 from_tensor_slices_op.py:56(element_spec)
        1    0.000    0.000    0.000    0.000 _base.py:337(_invoke_callbacks)
        1    0.000    0.000    0.000    0.000 keras_tensor.py:68(sparse)
        1    0.000    0.000    0.000    0.000 wave.py:330(getframerate)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:259(_cleanup)
        1    0.000    0.000    0.000    0.000 context.py:1713(_import_config)
        1    0.000    0.000    0.000    0.000 context.py:695(mark_as_global_context)
        1    0.000    0.000    0.000    0.000 cancellation.py:46(context)
        2    0.000    0.000    0.000    0.000 tensor.py:1095(flatten)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:4126(_get_local_replica_id)
        1    0.000    0.000    0.000    0.000 map_op.py:129(_transformation_name)
        1    0.000    0.000    0.000    0.000 files.py:186(make_fcpl)
        2    0.000    0.000    0.000    0.000 dropout.py:57(call)
        1    0.000    0.000    0.000    0.000 trainer.py:472(<lambda>)
        2    0.000    0.000    0.000    0.000 callback.py:198(on_predict_batch_begin)
        1    0.000    0.000    0.000    0.000 callback.py:275(on_predict_begin)
        1    0.000    0.000    0.000    0.000 wave.py:512(setnframes)
        1    0.000    0.000    0.000    0.000 wave.py:327(getsampwidth)
        1    0.000    0.000    0.000    0.000 concatenate_op.py:58(_inputs)
        2    0.000    0.000    0.000    0.000 contextlib.py:564(__enter__)
        1    0.000    0.000    0.000    0.000 deprecation.py:527(_same_value)
        1    0.000    0.000    0.000    0.000 deprecation.py:670(deprecated_argument_lookup)
        2    0.000    0.000    0.000    0.000 type_spec.py:180(<genexpr>)
        1    0.000    0.000    0.000    0.000 atomic_function.py:670(__exit__)
        1    0.000    0.000    0.000    0.000 map_op.py:181(_transformation_name)
        1    0.000    0.000    0.000    0.000 legacy_h5_format.py:383(<genexpr>)
        1    0.000    0.000    0.000    0.000 array_data_adapter.py:343(num_batches)
        1    0.000    0.000    0.000    0.000 data_adapter.py:91(on_epoch_begin)
        1    0.000    0.000    0.000    0.000 callback.py:214(on_predict_batch_end)
        1    0.000    0.000    0.000    0.000 function.py:89(inputs)
        1    0.000    0.000    0.000    0.000 wave.py:321(getnchannels)
        1    0.000    0.000    0.000    0.000 wave.py:324(getnframes)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 flat_map_op.py:56(_transformation_name)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:203(reset)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:254(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 context.py:226(executor_type)
        1    0.000    0.000    0.000    0.000 composite_tensor.py:87(_convert_variables_to_tensors)
        1    0.000    0.000    0.000    0.000 tfrt_utils.py:18(enabled)
        1    0.000    0.000    0.000    0.000 atomic_function.py:667(__enter__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:4023(_experimental_distribute_dataset)
        1    0.000    0.000    0.000    0.000 array_slicing.py:76(convert_to_tf_dataset_compatible)
        1    0.000    0.000    0.000    0.000 data_adapter.py:95(on_epoch_end)
        1    0.000    0.000    0.000    0.000 callback.py:286(on_predict_end)
        1    0.000    0.000    0.000    0.000 wave.py:295(__enter__)
      1/0    0.000    0.000    0.000          from_tensors_op.py:22(_from_tensors)
      1/0    0.000    0.000    0.000          legacy_h5_format.py:407(_set_weights)
     31/0    0.000    0.000    0.000          layer.py:1350(_maybe_build)
      3/0    0.000    0.000    0.000          tracing_compilation.py:144(trace_function)
      3/0    0.000    0.000    0.000          tracing_compilation.py:188(_maybe_define_function)
      1/0    0.000    0.000    0.000          dataset_ops.py:700(from_tensors)
      8/0    0.000    0.000    0.000          operation.py:31(__call__)
      6/0    0.000    0.000    0.000          saving_utils.py:27(model_from_config)
      8/0    0.000    0.000    0.000          serialization.py:409(deserialize_keras_object)
      6/0    0.000    0.000    0.000          layer.py:777(__call__)
      1/0    0.000    0.000    0.000          from_tensors_op.py:29(__init__)
      8/0    0.000    0.000    0.000          traceback_utils.py:110(error_handler)
      8/0    0.000    0.000    0.000          layer.py:222(build_wrapper)


